what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719570553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719823493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719824194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719825362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719825703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719828784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377719831617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719833503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719834607
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719834732
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1377719835469
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1377719835648
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1377719835649
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1377719835665
